sensor_index,name,latitude,longitude,pm2.5
58101,AMTS_SCANS_012,38.5257,-121.57471,1.3
58695,Marin Tennis Club,37.98095,-122.51975,0.5
58727,Fox Hill Rd.,39.277817,-121.04585,2.2
58735,Skyview,41.35421,-122.369804,0.4
58743,Lyon Hoag - Burlingame,37.58231,-122.3379,1.7
58787,Maestro Road,38.094032,-122.605316,0.4
58803,Urbandale Saugus,34.450726,-118.50952,13.0
58829,Stefani Ranch,38.70558,-122.94649,0.0
58963,West Hills Circle,38.397343,-122.84097,0.3
58991,Lake &amp; 21st Ave,37.7859,-122.48147,1.8
58995,Kings Mountain North #2,37.44611,-122.32972,0.7
59021,Madison and NH,32.76077,-117.15728,5.4
59389,Redwood Shores,37.53006,-122.2523,0.3
59455,Broadway between Hyde and Larkin,37.796574,-122.419235,0.8
59465,Sequoyah,37.759697,-122.13214,1.7
59575,Cabrillo outside,38.565834,-121.74967,2.2
59639,Belmont Canyon Rd.,37.512836,-122.31401,0.8
59641,Capital and Starlite,37.412178,-121.91108,1.0
59693,SMeast,37.084263,-121.588264,1.7
59703,261 larch,37.90165,-122.70582,0.0
59709,Redwood Oaks,37.468315,-122.217896,0.3
59735,Hell's Air Meter,37.58338,-122.49255,2.9
59737,"King Estates, Oakland CA",37.767677,-122.15605,1.2
59859,Cajun Country,39.217133,-121.06847,1.6
59861,0,37.438175,-122.18264,0.2
59873,S. Peardale Dr.,37.897408,-122.14682,0.3
59885,Mustang Mesa,37.414375,-118.5438,0.7
59887,Borrego Springs Bending Elbow,33.226418,-116.38896,2.0
59919,Del Ganado,38.01955,-122.5718,0.1
59931,"Mayfield Ave, Stanford",37.41614,-122.16014,9.1
59935,La Finisterra,37.474937,-122.425255,2.8
60009,TreaclesParadise,38.65459,-121.09073,1.1
60015,12thAve,37.76213,-122.46967,4.3
60021,Ruby Hill,37.631573,-121.80362,1.5
60025,Tech Daddy,37.68251,-121.78402,0.7
60065,Waverly Rd,37.968822,-122.56782,0.1
60067,end-of-bohlman,37.22043,-122.03443,1.3
60093,Mount Pisgah,38.42964,-122.90269,0.0
60099,Miraloma Park / El Sereno,37.73868,-122.44532,3.0
60103,"St Mary’s Garden - Moraga, CA",37.842125,-122.11588,2.2
60105,Upland Road,37.4761,-122.25474,0.0
60113,E Block,37.985245,-122.09262,1.0
60115,Belle Monti Ave,37.52149,-122.29771,1.1
60129,Cumberland,37.36458,-122.04818,0.2
60143,Highland,37.911278,-122.27718,1.7
60165,K&amp;S Lockwood,35.923088,-121.07588,3.0
60167,Bay Farm Island,37.730858,-122.236206,0.8
60171,South San Francisco Westborough Park,37.64361,-122.45865,2.6
60191,Woodcrest Outdoor,36.59356,-121.901726,2.0
60223,LLD,37.3497,-122.13199,0.2
60249,KS Outside,37.88725,-122.25717,3.9
60263,White Oak Dr,37.88873,-122.16334,1.0
60265,Lakeville landing,38.19783,-122.54742,0.7
60275,YREKA College of the Siskiyous,41.707962,-122.64873,0.8
60283,Front Porch,36.88689,-121.58291,2.2
60299,Derby &amp; Matthews (outside),37.857887,-122.2865,0.9
60313,Timber Ridge Lane,37.06883,-121.98734,1.1
60319,Sunnyvale Heron,37.335686,-122.019424,0.5
60333,Burbank,37.76955,-122.27187,2.7
60337,Stadium,37.528255,-120.85082,0.0
60413,Nove Vineyards,38.804276,-122.524055,0.2
60427,John Scott Trail (East),39.179535,-120.22475,1.8
60429,Alpine/Galloway Valley,32.831882,-116.81355,6.8
60437,Holiday Court,37.159603,-121.61313,0.6
60455,Sea Crest Vallejo,38.077187,-122.23872,2.2
60457,Rose Garden outside,37.33011,-121.93167,0.4
60479,Laurel Street,34.106876,-118.152435,8.8
60511,Kenbe la,37.744587,-122.42286,2.6
60537,TwinCreeks,37.766605,-121.97794,0.9
60549,alta,36.954903,-122.0388,0.0
60561,Carmel Mountain Ranch,32.975937,-117.07874,16.0
60563,Hammond Autowerks,38.456936,-122.671555,0.6
60577,McKinley Ave,37.867886,-122.27407,1.7
60581,Glenbrook House Rd,39.08834,-119.931595,0.0
60625,Pooky's Purple Air,37.92791,-122.07786,0.4
60645,Boys &amp; Girls Clubs of Sonoma Valley,38.30129,-122.47922,1.0
60653,Bay Farm Tonga,37.73038,-122.24074,9.1
60663,"Glenwood Ave, Willow Glen",37.297935,-121.900635,1.1
60673,"Dorrington, CA",38.29151,-120.270744,0.0
60699,Alturas Way,37.88893,-122.53541,0.0
60747,MtnLinksWayDeck,39.20184,-120.21296,1.5
60801,Panorama,37.90703,-122.14145,0.3
60815,Brentwood-MallerPark,37.942127,-121.6862,0.5
60829,QUIEN SABE,37.04412,-122.02001,0.0
60867,Rancho Suburbia,33.026768,-117.083145,19.9
60903,Skyline,38.118855,-122.22601,0.4
60947,Ione Elementary,38.349674,-120.93062,0.5
61133,Mintwood Dr.,37.96615,-121.97214,1.0
61135,Aire Air,34.023666,-118.48442,6.7
61145,Hossmoor,37.951344,-122.191696,1.7
61151,Edgewood,37.901745,-122.566124,0.3
61161,Creekside,37.941036,-122.53705,0.2
61173,Chez Smuseby,37.89725,-122.27353,1.9
61183,pine valley dr,38.44436,-122.60496,0.6
61185,"Cow Hollow, San Francisco",37.796654,-122.44107,1.1
61195,Scotia Avenue,37.754612,-122.12449,0.7
61205,Homestead Blvd,37.8926,-122.53412,1.7
61211,Mount Davidson Manor,37.729607,-122.46471,1.7
61217,Fangorn Forest,37.422993,-122.219215,0.3
61229,Poplar &amp; Elm,37.571526,-122.33356,0.4
61233,Montana St,37.922974,-122.383064,1.4
61235,EQ outside,37.909683,-122.311615,1.8
61241,"Noe, between Jersey &amp; 25th",37.75023,-122.4316,1.5
61243,Arroyo Ct,37.562885,-122.32765,1.1
61321,Full Moon Drive,37.97534,-122.27403,1.6
61345,Hurricane Gulch,37.84869,-122.48504,6.4
61389,Vista Tassajara,37.792183,-121.9088,1.5
61405,Davis - Madrone,38.56058,-121.72853,0.0
61411,tyner way outside,39.254597,-119.982895,1.3
61415,PineAireRdWashington,39.358456,-120.80171,2.5
61417,Sonoma Mountain,38.364323,-122.588554,0.4
61431,Contempo Marin,38.015995,-122.530045,0.1
61433,Chardonnay Ct,37.90204,-121.72337,0.7
61567,Briarwood,37.355392,-121.98878,1.5
61575,Kenwood - outdoors,38.409885,-122.5438,1.0
61577,Ascot Road,37.5577,-122.34552,0.4
61593,Cornell,37.55699,-122.33444,0.7
61597,Montauk Outdoors,37.2637,-122.01734,0.6
61619,Meadow View Road,37.879395,-122.157,2.3
61621,Euclid Ave,37.732586,-122.15793,2.2
61625,mousedeck,37.349792,-122.10695,0.3
61655,Las Colinas,37.12947,-121.642944,1.1
61837,Sylvan,37.53592,-122.30903,2.2
62137,Unitarian Universalist Church,36.84532,-119.73624,3.4
62183,Laurel Glen,37.529484,-121.92778,0.5
62185,Woodlands Flats,37.947636,-122.55098,0.2
62187,Selby Lane,37.451214,-122.21538,0.4
62201,Blithedale Canyon,37.913185,-122.54836,0.8
62203,Cordelia Silver,38.196434,-122.14515,0.5
62205,Club Los Meganos,37.899063,-121.7298,0.4
62207,15th Avenue,36.96255,-121.99147,4.1
62209,Kenwood Vista (elev. 725 ft),38.406635,-122.556786,0.4
62213,6XX Chapman,37.921227,-122.525055,0.3
62225,Redwood Grove,37.37327,-122.119774,0.0
62229,Chesbro Lake,37.115887,-121.70531,11.2
62233,19th &amp; Noe,37.75946,-122.43266,2.5
62249,Whisman Station,37.390087,-122.06183,0.3
62265,PVRanch - Bay Laurel,37.36117,-122.20999,0.8
62279,Francis Oaks Exterior,37.234383,-121.93943,0.0
62289,Donner Crest,39.334095,-120.21642,2.2
62299,Sutton Manor,37.905033,-122.52162,0.0
62303,Briggs Ave Outside,37.75556,-122.23005,3.7
62305,GLEN DRIVE,37.855026,-122.48827,1.4
62307,Olympia Drive,38.43444,-122.667625,0.6
62311,Rancho Seco,38.34208,-121.09964,0.7
62377,Rolando - Outside,37.701153,-122.10203,1.6
62425,Morley Way,38.56715,-121.40329,1.3
62447,Arlington L,37.93233,-122.30946,2.0
62457,Snail_OUT,37.511925,-122.30487,20.3
62473,Purple Air,38.210003,-122.62899,0.2
62481,scott st,37.816383,-122.241425,1.9
62489,Hamlin Outside,37.882404,-122.11454,1.0
62753,Chestnut Street,37.485203,-122.21965,0.6
62755,LHW,35.653374,-119.89227,8.6
62765,Crestview @ Hilldale,37.85684,-122.16931,2.7
62989,CARB_SMOKE_MCAPCD_HHSA2-CH,37.497807,-119.98206,7.7
63109,Tammberlin Vineyards,38.370735,-122.61712,0.2
63111,Marley,37.001842,-122.01962,5.5
63113,FBW,36.835922,-120.317635,3.0
63115,Camino Real,36.558426,-121.927345,1.5
63119,POM - Del Rey,36.659725,-119.59107,12.1
63125,WPCA - Delano,35.78389,-119.21365,13.5
63127,The Lakes,36.140026,-115.31036,1.3
63131,Sun Valley,37.981644,-122.54435,0.0
63133,Nancy’s Air,40.60081,-122.36651,1.9
63151,Fiori,38.391235,-122.92077,0.1
63159,Highland Park,38.018642,-122.12913,0.0
63163,Boyer Outside,37.22668,-121.97852,0.8
63205,Coyote,38.57919,-122.78807,0.0
63213,Canon Del Sol - La Selva Beach,36.92184,-121.85166,0.2
63215,301 Allen Road,37.38588,-122.28984,0.5
63217,Sacramento State Aquatic Center,38.63451,-121.21837,1.0
63221,Menlo Oaks,37.466183,-122.16898,0.0
63229,Tamalpais Ave _ Middle Ridge,37.90997,-122.55666,0.9
63231,Mississippi Bar,38.664883,-121.19527,2.6
63247,Crossgates neighborhood,37.22564,-121.87434,0.6
63249,Alviso Court,37.58768,-122.4888,1.8
63255,Tarry Rd,38.013477,-122.593765,0.8
63257,Westside,37.776756,-122.27323,2.4
63263,Foothill-K,37.664227,-121.91218,1.5
63269,German Air,37.885826,-122.039345,1.5
63273,Palomar Park,37.4797,-122.27165,0.1
63279,Backyard,37.31023,-121.98673,1.7
63281,"Kensington, CA",37.912224,-122.27648,1.5
63297,GFV,38.52278,-122.496925,0.0
63299,Chenery St 500 block,37.735027,-122.431274,1.3
63301,SouthGate,34.76447,-117.92706,2.4
63387,Abella,34.237225,-118.264435,13.6
63421,Ladera Rec,37.403973,-122.19848,0.2
63429,"Eagle Ridge, Gilroy, California",37.005367,-121.621315,2.9
63437,Craig Ave,37.277836,-121.96574,0.1
63439,Hidden Acres,38.61544,-122.851456,4.5
63465,Pacheco Street,37.745968,-122.46151,2.2
63471,HillTopVaca,38.372326,-121.98327,2.3
63479,Fairview and King,37.850513,-122.274796,1.2
63505,Tasman,37.412285,-121.94141,0.8
63507,Granite Creek Rd,37.036686,-121.99748,2.2
63509,Burton Drive,37.8272,-122.18782,2.1
63527,Bernal-Out,37.74443,-122.41126,1.4
63531,Belmont Coronet,37.513756,-122.30099,0.8
63547,8 Mariposa Ct.,37.90676,-122.49234,0.0
63577,Diamante_10,38.1604,-121.7038,1.3
63581,East Palo Alto Charter School,37.469395,-122.12782,0.0
63589,Westside EPA,37.45617,-122.13595,0.4
63593,Lower Loma Alta Ave.,37.22119,-121.970856,0.8
63599,Kavanaugh Clarence,37.475277,-122.14486,1.0
63605,fluffy,37.824673,-122.2868,1.3
63615,Court Skinner 310 Donohoe,37.46311,-122.14813,5.4
63623,East Palo Alto - Jasmine,37.455162,-122.1229,0.5
63629,Tesla Lane,38.55119,-121.78034,1.8
63635,Lincoln Street,37.465935,-122.145775,0.0
63839,Liberty Valley,38.28076,-122.7159,0.4
63847,MV/LA,37.385483,-122.09461,0.5
63849,Mountain Ave,37.82407,-122.22308,0.0
63851,Albany: Madison St,37.89342,-122.301476,0.0
63853,TERC Upper,39.258934,-119.967026,1.6
63873,Capitola Mall/Live Oak,36.970737,-121.9691,2.7
63881,Woodside Rick,37.430634,-122.26619,0.2
63883,Bull Run/Kernville/Riverkern,35.780907,-118.44433,0.8
63889,Fresno,37.88753,-122.27735,1.8
63905,Sequoia Valley Road,37.8982,-122.5591,1.1
63907,Ardilla,37.889378,-122.19815,1.0
63909,Maury Missions,37.95219,-121.93999,0.5
63925,70 grenard,37.80125,-122.42379,3.6
63933,Colton out,36.591637,-121.90228,0.6
63941,Via Recodo,37.869663,-122.53259,0.7
63949,Verdi Sierra Pines,39.52796,-120.007324,2.7
63953,Moo Ping on Hillsdale,37.530495,-122.31214,0.6
63981,Marina drive,37.767075,-122.228424,1.8
64001,Via Harriet (outside),37.669563,-122.14843,1.1
64011,834 N Claremont St,37.579227,-122.33423,0.6
64021,Top Forty Ranch,37.78368,-121.810005,1.1
64025,Braxton Park,37.924328,-122.32234,1.7
64033,Calistoga Community Pool,38.58167,-122.58657,0.1
64039,Paradise Valley Estates,38.307014,-122.029274,1.8
64049,Burnham Court,37.48884,-122.2656,0.0
64071,Lower Black Mountain,37.544655,-122.34909,0.1
64099,Castanea Ridge Road,37.293446,-122.16601,0.0
64225,Forge road,37.526337,-122.35216,0.1
64315,Darwin's House,37.141586,-121.97135,2.8
64317,BRC - Tower at BRS @ Hualapai Flat,40.882515,-119.32794,9.4
64325,Elderwood Ct,37.309387,-122.040825,1.5
64343,Special Projects,37.875397,-122.53376,1.7
64347,sjames-out,38.131184,-122.19674,0.4
64349,Ovejas West Outdoor,38.01457,-122.56725,0.0
64357,37th Ave,37.530533,-122.30481,0.2
64371,Ignacio Valley,38.069706,-122.54652,0.1
64373,Farm Road,37.391094,-122.23449,0.0
64375,Aliso Viejo Outside PAII,33.576546,-117.73126,6.2
64379,OConnell Rd,38.419224,-122.88261,0.2
64381,Naglee Park - Outdoors,37.34168,-121.87625,16.9
64383,Airjawn,37.754307,-122.44013,1.0
64389,Cleveland Heights Outdoor,37.805454,-122.243454,1.4
64391,"Adobe Ct, Danville",37.829624,-121.99819,1.9
64393,Foothill,34.459255,-119.256165,10.2
64399,Plympton,37.226246,-121.763794,1.0
64401,Omega,39.211575,-121.00338,4.1
64403,East vineland,37.243298,-121.97303,0.0
64409,Vista del Mar,37.21985,-121.96618,1.3
64419,Top of the World,33.546986,-117.75585,7.9
64421,Upper Vallemar,37.609848,-122.47224,4.0
64423,Sobrante Rd,37.8436,-122.20026,2.4
64425,EichlerCourt-Outside,37.38176,-122.08793,0.2
64429,Sequoyah,37.759933,-122.13759,2.2
64433,Bishop Estates,37.972645,-121.97494,0.4
64447,Hawthorne and Drake,36.611008,-121.9008,2.7
64451,Thea,37.407887,-122.09438,0.4
64461,Villa del Monte (West),37.123894,-121.958466,1.8
64467,Napa Dry Creek / Redwood Rd,38.31858,-122.33177,0.6
64475,Newhall Drive,37.98205,-122.51776,2.6
64477,220 Rose Ave,37.905144,-122.56322,0.0
64489,Redwood Hills,37.795773,-122.177155,2.3
64597,Galleria patio,37.4023,-121.92399,0.0
64683,Tulana Ranch,34.418007,-119.57266,7.3
64693,Outside,37.98628,-122.56603,0.1
64695,Ward Ave,39.13469,-120.159615,1.7
64703,Decanter Healdsburg,38.6568,-122.909355,0.8
64707,Hyrule,37.999165,-122.54844,0.0
64711,Stance Ave,36.993504,-121.94746,1.4
64717,Sunset Terr,37.535015,-122.32126,0.3
64723,CuriOdyssey at Coyote Point,37.59078,-122.31973,0.0
64733,Fairlands,37.677902,-122.06045,1.0
64751,McKendry,37.45836,-122.1614,0.0
64765,Riverwood ranch,34.275894,-118.318,16.7
64777,Dogpatch,37.763836,-122.3879,2.6
64779,Hill and Tamalpais,38.0991,-122.58294,0.4
64783,Galen,37.229588,-121.82575,1.5
64785,PeakView,38.899765,-119.962135,0.0
64797,1 5th Avenue Marina Bldg 28 @ El 9 Ft,37.788486,-122.26311,1.7
64819,Parrot Park,37.558784,-122.32591,1.2
64823,Santa Clara Ave at Barton St,37.450012,-122.22379,0.0
64835,MB,37.657585,-121.85825,1.1
64851,Edson-Smith Greenstone Country,38.73508,-120.91901,2.2
64857,Montego Hills,37.219116,-121.8935,1.1
64875,"John Ebbetts, Bear Valley, CA",38.46686,-120.04677,1.7
64901,Toussin,37.960167,-122.55101,0.4
64929,Gloria Ferrer Caves &amp; Vineyards,38.223984,-122.47223,1.7
64941,31st Ave Mendou Gocki,37.535995,-122.30686,0.0
64953,Near Wildwood School,37.819668,-122.23564,3.3
65107,Sunnyslope,37.514336,-122.272,3.8
65137,Strawberry River House,38.198807,-120.0048,2.3
65141,Lakeview Way &amp; Summit,37.47028,-122.26551,1.4
65161,1864 Van Buren Circle,37.369938,-122.089874,0.7
65163,Pinehill Rd.,37.557774,-122.36531,2.7
65167,"Fremont Street, San Jose",37.333233,-121.91873,1.3
65173,Palo ALto (W of University),37.451115,-122.1644,0.4
65181,Griffins Lair,38.16946,-122.51076,0.0
65195,Colusa Street,38.839954,-120.01911,5.4
65201,"Albany, CA (Evelyn)",37.885338,-122.29321,2.7
65209,Osage Circle,38.856712,-119.9966,1.9
65211,Jeanne Circle,37.976818,-122.0929,0.7
65217,Glen Cove Hills,38.082848,-122.203735,0.2
65225,Courage,37.77786,-122.17516,1.0
65229,LondonEye,37.490887,-122.27279,0.6
65233,Doe Hill,37.059986,-119.16983,3.5
65237,The Wolf's Den (Outside),37.268948,-121.80973,1.1
65243,Summit Ave,37.91602,-122.56062,2.1
65253,Magdalena,37.35873,-122.09728,0.5
65261,Santa Inez Ave,37.574253,-122.3267,4.9
65269,Vale &amp; Parr,37.26421,-121.96677,0.5
65273,1260 6th Ave,37.764896,-122.46303,2.7
65283,Midtown Solons,38.56621,-121.484406,2.5
65287,Loma Verde Outside,37.430813,-122.11976,0.0
65301,Kentucky Ave at Holmes Path,37.90254,-122.27228,3.0
65373,Wendy Lane,37.655907,-122.4905,0.0
65375,Saint Charles,37.770184,-122.26563,1.7
65413,Kittyweyr,37.925434,-122.38814,1.2
65415,Rutherford Cross Rd,38.46104,-122.41915,0.0
65421,Brackney,37.067093,-122.0805,0.2
65429,Lower Fairlawn,37.88648,-122.253296,2.1
65435,Cuttings Wharf Rd,38.245235,-122.31729,0.4
65447,PaseoAtDriscoll,37.544,-121.951,0.9
65451,North Shoreview Bayside,37.58051,-122.31568,1.3
65455,Bear Gulch Meadows,37.402428,-122.27724,0.2
65467,Chalet,38.93454,-119.94929,0.8
65475,Delta,38.004326,-121.624985,0.0
65479,Garden of the Gods,38.602974,-121.35925,1.7
65483,2800 Block Humphrey Ave,37.94821,-122.3398,1.3
65491,113 W 40th Ave,37.53025,-122.29483,0.1
65493,Tiburon Middle Ridge Open Space,37.892982,-122.470436,1.5
65499,Harms Vineyard,38.337303,-122.356224,1.0
65503,San Antonio Valley,38.183674,-122.64736,0.9
65505,Prides Crossing,37.28992,-122.017395,0.9
65507,Home,37.89469,-122.509026,
65519,Oak Terrace,37.96411,-122.0361,0.5
65547,Dollar,37.53786,-121.940704,1.6
65619,Bayhill Rd,37.43938,-122.43303,0.0
65639,Biscuit,39.151207,-123.52881,0.0
65641,1110 Bruckner,37.359615,-122.069,0.1
65643,Bernellsworth,37.7367,-122.41505,2.5
65655,Everglades Dr,37.592644,-122.468025,2.9
65657,Pleasure Point,36.958485,-121.97253,2.2
65673,Burlingame Easton North,37.58434,-122.37982,5.0
65683,Monta Loma and Central Expressway,37.404026,-122.09847,0.5
65685,Exterior,37.857655,-122.16291,2.1
65693,Spindrift,36.954983,-121.87541,6.3
65695,Western Court,36.96797,-122.05804,2.9
65697,El Prado,37.44713,-122.22715,0.2
65699,Lemon Street,37.43441,-122.19213,0.2
65711,Commodore Dr,37.63386,-122.42311,2.0
65713,15th and Noe,37.766155,-122.43277,2.8
65715,N Sage,37.358944,-122.03971,1.3
65717,Silver&amp;Black,37.275345,-121.9388,1.5
65721,Lincoln Glen,37.281696,-121.89232,1.6
65727,Bees Knees,37.27943,-121.97542,0.6
65747,Del Rey neighborhood,37.84469,-122.15404,0.0
65749,pit of despair,37.768314,-122.26963,2.2
65755,Western Air Temple,37.55692,-122.315,0.0
65757,Pratt Ave.,38.511005,-122.47669,0.2
65761,Arlington Neighborhood,38.011147,-122.1397,1.6
65763,544 63rd St,37.849075,-122.262955,2.4
65765,Alexis Dr,37.3717,-122.17311,0.2
65769,Don Timoteo Court,38.324852,-122.50414,0.5
65787,Purple Haze,37.798225,-122.17927,2.5
65807,Gualala Ridge,38.795303,-123.53005,0.0
65841,Panoramic,37.899246,-122.56445,0.0
65845,Horseshoe Bend - Lake McClure,37.70205,-120.24447,1.1
65853,Northview,37.79617,-121.93064,2.1
65867,Hays Ct - Outdoor,37.739624,-122.25726,0.0
65895,McM,37.758236,-122.41997,2.9
65899,El Cerrito - Burns Ct. - Backyard,37.919083,-122.293304,2.0
65901,6481 Farallon Way,37.84513,-122.21355,2.4
65909,Tahoe,38.944298,-119.93774,0.6
65911,180 Toyon,37.98097,-122.6003,0.0
65913,Blue Oaks,37.354107,-122.20379,0.8
65914,WaverlyAir,37.95928,-122.097244,0.6
65927,Oswego Ct,37.88072,-122.10665,2.2
65933,Hillcrest,37.97745,-122.52348,0.2
65935,Jason &amp; Rena,37.539795,-122.31272,0.0
65937,Stockholm Way,39.363045,-120.248024,1.5
65945,La Loma Drive LAH,37.351154,-122.132805,0.0
65947,Sunny Cove,36.961082,-121.98862,11.4
65965,"24151 Young court, Los Altos, CA 94024",37.35759,-122.10359,0.6
65979,Precita Valley,37.745094,-122.412506,1.8
65985,Saint Germain Avenue,37.757298,-122.45022,0.3
65989,St. John the Evangelist School,38.643414,-121.33089,3.5
65991,Fairway Circle,37.576393,-122.357765,0.9
66001,Via Ventana,37.371513,-122.16631,0.3
66003,larry,38.622356,-121.25083,1.7
66013,Skyline Resort,37.390903,-122.27697,0.2
66019,Branham and Kingspark,37.2665,-121.84102,1.2
66045,Outside House,37.507465,-122.26838,0.7
66153,South Land Park,38.532223,-121.506355,1.0
66163,Lewiston Ct,37.34909,-122.04445,0.6
66167,Philo,39.054836,-123.44503,0.0
66169,End of Echo Drive,37.142715,-121.97199,1.8
66181,ARROYO CROSSINGS,37.670395,-121.76678,0.0
66185,SanMiguelCyn / TwinLakes Dr,36.87375,-121.689995,2.6
66191,Flint Court,38.265903,-122.50024,0.6
66199,Alicante Lane,37.384464,-122.13167,0.1
66219,Vicksburg,37.317886,-122.01586,0.9
66239,10th and Fulton Deck,37.773903,-122.46757,4.1
66255,Glenmoor-Fremont,37.552814,-121.99762,0.8
66281,7027 Buckingham,37.859978,-122.22318,2.1
66299,Loma Vista,38.32664,-122.50294,0.5
66337,"Mountain View Place, San Mateo, CA",37.523067,-122.33837,1.2
66345,Murray Way,37.432182,-122.116905,0.5
66347,San Marin East,38.117123,-122.57453,0.2
66353,ReyerWalk Ranch,37.404613,-122.24589,0.0
66355,Carmel Valley Ranch,36.5185,-121.79684,0.0
66365,Stepping Stones,37.370613,-122.1054,0.3
66379,Lausanne Way,39.34576,-120.20713,6.5
66387,"Sunrise Ridge, Martinez, CA, USA",37.99652,-122.08318,0.8
66395,Sutter - Annex,37.908802,-122.309685,1.8
66397,Meadow Lane,38.105034,-122.64286,0.6
66409,1335 sunrise ct,37.35901,-122.08061,0.4
66413,HOLBROOK PALMER PARK,37.462883,-122.19119,0.6
66419,Christensen Ranch Airport,36.871403,-121.337685,1.3
66421,purrington,38.209984,-122.615295,0.0
66427,Graystone outdoor,37.21696,-121.8346,0.0
66441,WC 2 - OUTDOOR,37.916615,-122.0591,4.1
66445,Tripp Home,37.42531,-122.26891,0.0
66451,Foothill Drive,37.91426,-121.73787,0.3
66455,Rancho Penasquitos,32.958603,-117.116776,14.2
66457,BarronParkChimalusOutside,37.415623,-122.13835,0.5
66461,GLMS Lafayette,37.871204,-122.0974,1.6
66473,Anderson1,40.490303,-122.40028,1.7
66483,Parkside Drive,37.85464,-122.2427,2.1
67081,Turtle Rock,33.634087,-117.800224,0.0
67089,Forbes Ave,37.980347,-122.55187,0.0
67091,Montclair-Pinehaven,37.847454,-122.21077,2.5
67099,Hawes Right Field,37.47196,-122.23194,0.4
67115,Plant Path Research Fields,38.522293,-121.75734,4.2
67153,Sweet Drive,37.876846,-122.10596,1.0
67189,Tahoma,39.063984,-120.129486,1.6
67191,North Livermore - Pasatiempo ST,37.723,-121.726974,0.8
67193,Crest Lane Outdoors,36.91816,-121.83805,3.1
67195,4254 Lake Drive,39.300694,-120.38268,1.4
67203,Hill Top,37.93235,-122.53087,0.0
67205,outdoor yard,38.106724,-122.260925,0.0
67207,Grand View Dr (outside),37.85704,-122.23174,2.2
67213,Fernhill exterior,37.96551,-122.56764,0.5
67217,Surrey,37.772522,-122.13516,2.7
67227,Purple.LosAltos.A,37.34961,-122.07404,0.5
67241,Elysian Pk NE,34.090786,-118.24284,12.3
67255,Ezrati Outdoors,37.45812,-122.25388,0.0
67259,Luna Park,37.360275,-121.88366,0.9
67261,Barrio 29,37.791573,-122.21819,2.4
67263,Danger Stairs,37.662823,-122.45957,3.5
67265,Moraga CC,37.83611,-122.13721,2.3
67269,Upper Arastradero,37.369972,-122.190445,0.1
67271,"40 BUCKEYE, PORTOLA VALLEY, CA",37.367054,-122.20925,0.2
67279,Vasquez Trail,36.465576,-121.78044,0.9
67293,Cole Valley (Clayton and Carl Streets),37.7658,-122.447815,3.5
67301,Back yard,37.36122,-122.06952,0.6
67305,Tunitas Air,37.402145,-122.36018,1.3
67307,Kennedy,37.227036,-121.966896,0.7
67311,EWING ROAD - OUTSIDE,37.720356,-122.08364,3.4
67313,Celaya Circle MZA,37.76631,-121.97994,2.1
67323,LV outside,36.996357,-121.874214,3.0
67327,Indian Valley,38.092266,-122.576904,0.0
67343,Woodhill,37.295624,-122.043915,1.0
67349,Fontenay Villa,37.08076,-121.97402,2.7
67353,Columbia,37.725075,-122.05856,1.8
67357,10 Alhambra Ct. Portola Valley,37.38472,-122.20407,0.1
67367,BlubesAir,39.316765,-120.184456,2.1
67379,Roof,36.973373,-121.90826,2.4
67381,North Beach,37.802116,-122.4103,2.9
67393,Draeger Drive,37.846447,-122.1174,1.2
67395,WE-DavisStreet,38.44216,-122.72209,0.0
67397,Alberta Glen,37.574783,-122.398476,0.8
67399,Incline Village -Tracy Ct,39.26279,-119.96658,1.3
67409,Hazelwood at Mangels,37.732723,-122.45521,3.7
67413,Roland,37.482494,-122.267166,0.4
67415,San Carlos Hills,37.49061,-122.289856,1.0
67417,238 41st Ave,37.528053,-122.29789,0.0
67425,Phil,37.621338,-122.48103,3.5
67435,Lower Oak,38.295372,-122.66372,0.1
67441,Near Round Hill Pines,38.992867,-119.95326,7.4
67463,LaPrenda Vineyards,38.251633,-122.45026,0.8
67465,Agrinemsors - outside,36.46259,-121.729294,0.8
67477,MH outside,36.968086,-122.03695,3.7
67479,Donald Drive,37.405697,-122.131256,0.2
67483,Bridgegate,38.037453,-122.584,0.8
67511,Andiron,39.2513,-123.779594,0.4
67521,Mountainside,39.270454,-120.12842,1.7
67527,Summerhill,37.36423,-122.11379,0.9
67531,East of Tomales,38.250553,-122.88236,1.1
67533,6th Ave Btwn Lake &amp; Calif - Backyard,37.785778,-122.46506,0.0
67537,MC^2,39.286774,-120.169785,1.5
67539,The Airtight Garage &lt;=&gt; Hawthorne Court,37.994953,-122.59602,0.0
67603,University Portals,36.82034,-119.76121,2.7
67613,Purdue Hillcrest,37.9112,-122.27386,1.8
67719,908 Middle Av,37.44603,-122.18129,0.1
67749,Tim+Nomi,37.887913,-122.268074,2.7
67783,DHHWCF,38.013798,-121.84268,2.2
67787,Leona Heights,37.783703,-122.17307,2.4
67799,Hidden Lakes,37.982765,-122.08554,0.5
67801,Sunnyhills and Hillcroft Circle,37.809265,-122.23206,2.7
67805,Noel PL,37.58817,-121.99736,2.7
67811,Solvang Chalet,39.365906,-120.238304,1.6
67817,CBS_SV,36.55621,-121.91748,2.0
67819,Black Point - Grandview,38.104965,-122.50077,0.1
67827,Jetson,37.920113,-122.09037,0.5
67831,Mt Gate,39.40752,-119.7693,1.2
